iter	MultiClass
185	0.1623907367
186	0.1611464713
187	0.1598481141
188	0.1587112896
189	0.15752132
190	0.1563919338
191	0.1553381797
192	0.1541987713
193	0.1530283802
194	0.1517893654
195	0.1506832341
196	0.1496677542
197	0.1486170405
198	0.1474933306
199	0.1463880036
200	0.145377939
201	0.1442237188
202	0.1430450023
203	0.14239016
204	0.1414422864
205	0.1405929801
206	0.1396693265
207	0.1387611607
208	0.1378309995
209	0.1368687586
210	0.1360263861
211	0.1350367696
212	0.1340560632
213	0.1332793582
214	0.1324858167
215	0.1316634597
216	0.1307220086
217	0.1298384337
218	0.1289824293
219	0.1281671901
220	0.1274644029
221	0.126570914
222	0.1257590739
223	0.1251172703
224	0.1243656712
225	0.1235078815
226	0.1230367537
227	0.1225128606
228	0.1221042944
229	0.1214770667
230	0.1206380058
231	0.1199351739
232	0.1191683495
233	0.1183167622
234	0.1176084657
235	0.1168978692
236	0.116201521
237	0.1154428169
238	0.1148006472
239	0.1140938732
240	0.1135021246
241	0.1128760046
242	0.1121072109
243	0.1114332185
244	0.1110123947
245	0.1102648502
246	0.1094964468
247	0.1089449542
248	0.1084238565
249	0.1079483073
250	0.1073743218
251	0.1067642062
252	0.1063056061
253	0.1056943405
254	0.1051166263
255	0.1045427686
256	0.1039516847
257	0.1034282515
258	0.1029694568
259	0.1023848771
260	0.1017945886
261	0.1012531926
262	0.1007888076
263	0.1004070468
264	0.09980400154
265	0.09922717926
266	0.09874184432
267	0.09830327453
268	0.09783801321
269	0.09728192105
270	0.0968051128
271	0.09636496698
272	0.09593290454
273	0.09543704544
274	0.09498114184
275	0.09440224463
276	0.09390107039
277	0.09357171269
278	0.09307634347
279	0.09254016138
280	0.09207820038
281	0.09157674088
282	0.09136945196
283	0.09102585184
284	0.09071302661
285	0.09024863367
286	0.08975719789
287	0.08928071141
288	0.08882629759
289	0.08847963846
290	0.08809186222
291	0.08782965616
292	0.08743440305
293	0.08704716306
294	0.08668920339
295	0.08633173451
296	0.08592479332
297	0.08559074478
298	0.08530796358
299	0.08510932771
300	0.08466427692
301	0.08436962704
302	0.08404442259
303	0.08371316287
304	0.08333895627
305	0.08306801205
306	0.08277385281
307	0.08253433996
308	0.08219492489
309	0.08192711629
310	0.08173226583
311	0.08135334801
312	0.08101528358
313	0.08081753654
314	0.0805148122
315	0.08024022036
316	0.08001461234
317	0.0797416875
318	0.0793568644
319	0.07903561517
320	0.07871762179
321	0.07834392971
322	0.07813389949
323	0.07786351067
324	0.07752537003
325	0.07725618122
326	0.07691534749
327	0.07679806651
328	0.07654993068
329	0.07620161143
330	0.07596117112
331	0.07565153933
332	0.0753487
333	0.07506428532
334	0.07473542226
335	0.07450778424
336	0.07430435382
337	0.0740729352
338	0.07380723603
339	0.07355290572
340	0.07342121467
341	0.07328602456
342	0.07306879485
343	0.07284725842
344	0.07274770256
345	0.07239333992
346	0.07216929794
347	0.07187606869
348	0.0716368028
349	0.07134912185
350	0.07110762784
351	0.07084599776
352	0.07058800696
353	0.07045450431
354	0.07016621499
355	0.06996568431
356	0.06968586807
357	0.06945992023
358	0.06926262116
359	0.06894457989
360	0.06872211227
361	0.06847099909
362	0.06820323069
363	0.06802042121
364	0.06773703058
365	0.06752361072
366	0.06733272111
367	0.06714876748
368	0.06691805028
369	0.06674432414
370	0.06650107654
371	0.06638026644
372	0.0661445964
373	0.06604285531
374	0.06580670812
375	0.06567013727
376	0.06549939435
377	0.06525023971
378	0.06505352087
379	0.06480923675
380	0.06460593893
381	0.06441280955
382	0.06425002151
383	0.06401383997
384	0.06382017805
385	0.0636638331
386	0.06357575304
387	0.0633644141
388	0.06326011108
389	0.06316918324
390	0.06293594282
391	0.06286440603
392	0.06281899846
393	0.06265953634
394	0.06239905139
395	0.06225822711
396	0.06212655941
397	0.06194081054
398	0.06173693875
399	0.06155626977
400	0.06136137563
401	0.06129762091
402	0.06123688068
403	0.06107585469
404	0.06082255808
405	0.06057718291
406	0.06037493468
407	0.06015409843
408	0.0600234165
409	0.05981669724
410	0.05971637721
411	0.05961414153
412	0.05952033048
413	0.05947929573
414	0.05944519269
415	0.05921589285
416	0.05910415563
417	0.05889559292
418	0.05878979102
419	0.05858221615
420	0.05849587578
421	0.05835810625
422	0.05833100405
423	0.05825894377
424	0.05805406949
425	0.05788966783
426	0.05770960117
427	0.05757823983
428	0.05746476067
429	0.05742523672
430	0.05722493001
431	0.05707630194
432	0.05688007154
433	0.05680294336
434	0.05660590674
435	0.05640749583
436	0.056212888
437	0.05611385133
438	0.05595547743
439	0.05591517316
440	0.05575556802
441	0.05556370751
442	0.0553533041
443	0.05524110696
444	0.05508037447
445	0.05494690178
446	0.05483441405
447	0.05474825138
448	0.05467920057
449	0.05458082869
450	0.05444647797
451	0.054305506
452	0.05421441698
453	0.05411855253
454	0.05392013301
455	0.05374363269
456	0.05361049005
457	0.05345051356
458	0.05325184214
459	0.05320577415
460	0.05313332761
461	0.05302213886
462	0.05295518861
463	0.05290953617
464	0.05271844784
465	0.05253732773
466	0.05244292891
467	0.05230631853
468	0.05212227691
469	0.05207566112
470	0.05194567754
471	0.05184758912
472	0.05174287331
473	0.05157219472
474	0.05152194398
475	0.05137792302
476	0.05118872539
477	0.05105251965
478	0.05093050295
479	0.05083088992
480	0.05072731272
481	0.05060805242
482	0.05046380999
483	0.05039215802
484	0.05026687049
485	0.05014738708
486	0.05006476768
487	0.04995394911
488	0.0498496819
489	0.04976581242
490	0.04966345867
491	0.04951281785
492	0.04938519651
493	0.04932526181
494	0.04918358094
495	0.04907924007
496	0.04892809096
497	0.04882738278
498	0.04871269009
499	0.04859101596
